N°,periodo,Destination,Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,"Bonaire, Sint Eustatius and Saba",British Virgin Islands,Cayman Islands,Cuba,Curaçao,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sint Maarten (Dutch part),Trinidad and Tobago,Turks and Caicos Islands,United States Virgin Islands,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,Argentina,Bolivia (Plurinational State of),Brazil,Chile,Colombia,Ecuador,Falkland Islands (Malvinas),French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela (Bolivarian Republic of),Bermuda,Canada,Greenland,Saint Pierre and Miquelon,United States of America
237,2000,United States of America,,18324.0,3814.0,28076.0,52172.0,,,,872716.0,,15639.0,687677.0,29272.0,,419317.0,553827.0,,3905.0,1537394.0,11054.0,13524.0,19984.0,,197398.0,,,40151.0,71870.0,817336.0,480665.0,282852.0,9177487.0,220335.0,105177.0,125218.0,53278.0,212428.0,80804.0,509872.0,298626.0,,,211189.0,11980.0,278186.0,5579.0,25038.0,107031.0,8379.0,820771.0,,,
182,2005,Anguilla,,,,,,,,,,,,600.0,,,,418.0,,259.0,,754.0,,,,,,380.0,,,,,,,,,,,,,,,,,356.0,,,,,,,108.0,,,466.0
183,2005,Antigua and Barbuda,35.0,,5.0,2.0,266.0,10.0,86.0,,18.0,17.0,4180.0,1572.0,170.0,67.0,29.0,3515.0,5.0,1003.0,47.0,420.0,596.0,809.0,21.0,634.0,6.0,627.0,12.0,,,,7.0,5.0,,,,,,,,,,5.0,5702.0,,,40.0,,35.0,12.0,382.0,,,2313.0
184,2005,Aruba,,,,,,249.0,,,,2063.0,115.0,3903.0,263.0,,1288.0,719.0,,,,,,120.0,589.0,,,,,,,,,,90.0,,,,,,8243.0,,,,289.0,,1019.0,1285.0,,3074.0,,,,,638.0
185,2005,Bahamas,,11.0,,,164.0,,8.0,15.0,240.0,,58.0,177.0,28.0,,23047.0,5349.0,,,,22.0,65.0,30.0,,341.0,957.0,,27.0,58.0,36.0,21.0,27.0,103.0,8.0,31.0,56.0,,80.0,20.0,106.0,28.0,,,957.0,,165.0,,9.0,26.0,25.0,1399.0,,,6587.0
186,2005,Barbados,,225.0,,55.0,,,,,42.0,,426.0,,518.0,,24.0,839.0,,,,78.0,2991.0,3648.0,,1740.0,,,15.0,,,,,,,,,,,,,,,,4640.0,,,33.0,,,20.0,721.0,,,1147.0
187,2005,"Bonaire, Sint Eustatius and Saba",569.0,1084.0,3306.0,148.0,480.0,,1862.0,,2099.0,2400.0,107.0,8887.0,15.0,205.0,3288.0,1519.0,205.0,,77.0,576.0,2.0,130.0,300.0,78.0,,174.0,,,,,,34.0,,,45.0,,,,2658.0,,,6.0,1316.0,,,2456.0,,1535.0,,174.0,,,1170.0
188,2005,British Virgin Islands,,600.0,,21.0,146.0,,,,,,958.0,1157.0,,,,422.0,,167.0,51.0,2405.0,425.0,1619.0,,320.0,,,,,,,,,,,,,,,,,,,1301.0,,,,,,,187.0,,,1042.0
189,2005,Cayman Islands,,,,181.0,189.0,,,,726.0,13.0,,65.0,17.0,,19.0,8468.0,,,47.0,,11.0,31.0,,327.0,,,342.0,203.0,,,1232.0,40.0,569.0,133.0,13.0,,70.0,,310.0,,,,253.0,,15.0,,,36.0,33.0,1366.0,,,2234.0
190,2005,Cuba,,,,,,,,,,,,137.0,92.0,,1061.0,336.0,,,140.0,,,,,,,,,,,78.0,,457.0,306.0,94.0,191.0,66.0,,202.0,181.0,69.0,,,,,98.0,,,221.0,,69.0,100.0,,609.0
191,2005,Curaçao,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2005,Dominica,13.0,357.0,32.0,8.0,117.0,,60.0,,8.0,,,,,27.0,1071.0,91.0,101.0,114.0,12.0,44.0,198.0,88.0,,215.0,,,,,,,,,,,,,,,,,,16.0,133.0,,,13.0,,21.0,,129.0,,,439.0
193,2005,Dominican Republic,101.0,248.0,278.0,74.0,,,43.0,,6008.0,,22.0,,,86.0,271273.0,321.0,47.0,,8265.0,112.0,,,,72.0,19.0,328.0,,1097.0,351.0,495.0,467.0,1777.0,393.0,788.0,2129.0,304.0,889.0,1460.0,4593.0,859.0,,,39.0,50.0,1899.0,76.0,1083.0,11299.0,13.0,2761.0,,55.0,17858.0
194,2005,Grenada,,36.0,,28.0,168.0,,13.0,,,,70.0,,,,,109.0,,9.0,,14.0,154.0,357.0,,2075.0,,665.0,,,,,,,,,,,,,,,,,322.0,,,,,322.0,,215.0,,,
195,2005,Guadeloupe,,,,,,,,,,,4932.0,1253.0,,,11623.0,,8636.0,,,,336.0,,,,,,,,,,,,,,,,52.0,,,,,1089.0,153.0,,,30.0,,,,404.0,,,404.0
196,2005,Haiti,,,,,,,,,1921.0,,,3842.0,,,,,,,2468.0,,,,,,,,,437.0,,,,489.0,,,743.0,,,532.0,1322.0,,,,,,561.0,,458.0,4007.0,,1003.0,,,2566.0
197,2005,Jamaica,,161.0,,695.0,560.0,,,,1879.0,,144.0,,216.0,,,,,,,101.0,344.0,236.0,,2413.0,,,7.0,104.0,139.0,318.0,169.0,,130.0,78.0,,,,,,,,,,,,,,,,1378.0,,,6493.0
198,2005,Martinique,,,,,,,,,,,391.0,128.0,,5045.0,1634.0,,,,,,1876.0,,,,,,,,,,,,,,,,70.0,,,,,1670.0,,,,,,,,,,,
199,2005,Montserrat,,107.0,,,,,,,,,257.0,22.0,,,,,,,,110.0,,28.0,,40.0,,,,,,,,,,,,,,,,,,,224.0,,,,,,,34.0,,,109.0
200,2005,Puerto Rico,,,,,,,,,17039.0,,2030.0,66983.0,,,299.0,73.0,,,,,,,,295.0,,740.0,,601.0,970.0,563.0,338.0,3118.0,399.0,1104.0,1402.0,96.0,162.0,1007.0,4482.0,949.0,,,86.0,,925.0,,,2198.0,,202.0,,,223949.0
201,2005,Saint Kitts and Nevis,,363.0,,19.0,87.0,,219.0,,,,180.0,,52.0,,,128.0,,386.0,,,93.0,152.0,,239.0,,550.0,,,,,,,,,,,,,,,,,697.0,,,,,,,,,,
202,2005,Saint Lucia,33.0,105.0,16.0,12.0,698.0,,4.0,4.0,21.0,,206.0,43.0,143.0,39.0,,167.0,427.0,28.0,15.0,39.0,,391.0,,700.0,,18.0,1.0,,,4.0,,8.0,,25.0,,,10.0,,,,,273.0,1772.0,,,38.0,,57.0,5.0,230.0,,,595.0
203,2005,Saint Vincent and the Grenadines,,56.0,,,334.0,192.0,,,,146.0,82.0,,416.0,,,121.0,,,,37.0,228.0,,100.0,925.0,,,,,,,,,,,,,,,,,,,234.0,,,,,,,157.0,,,325.0
204,2005,Sint Maarten (Dutch part),183.0,256.0,617.0,,35.0,79.0,434.0,,397.0,684.0,717.0,1701.0,,984.0,1317.0,1134.0,36.0,,12.0,500.0,233.0,33.0,,100.0,,33.0,,,,,,,,,,,,,100.0,,,,867.0,,,250.0,,20.0,,18.0,,,150.0
205,2005,Trinidad and Tobago,,,,,1688.0,,,,42.0,,,,11973.0,,,856.0,,,,,1047.0,8998.0,,,,,,,,,,,,,,,,,,,,,5649.0,,,,,1516.0,,1016.0,,,3757.0
206,2005,Turks and Caicos Islands,,,,255.0,,,,,,,,722.0,,,5652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,,,695.0
207,2005,United States Virgin Islands,1037.0,4708.0,510.0,,364.0,403.0,2594.0,,,,5206.0,3915.0,583.0,,574.0,362.0,,794.0,4190.0,7074.0,3438.0,528.0,,1943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16281.0
209,2005,Belize,,,,,,,,,,,,,,,42.0,412.0,,,,,,,,,,,,,7059.0,18022.0,6375.0,2764.0,,,,,,,,,,,,,,,,,,596.0,,,2694.0
210,2005,Costa Rica,,,16.0,6.0,5.0,,,4.0,2876.0,,3.0,549.0,4.0,,35.0,109.0,2.0,2.0,178.0,1.0,1.0,1.0,,17.0,,3.0,69.0,,6446.0,1329.0,1961.0,1549.0,148064.0,6201.0,734.0,185.0,272.0,869.0,7703.0,636.0,,6.0,14.0,41.0,1891.0,10.0,157.0,690.0,5.0,704.0,4.0,1.0,6332.0
211,2005,El Salvador,,,,,37.0,,,,102.0,,,56.0,,,,10.0,,,59.0,,,,,,,,272.0,829.0,,7367.0,10362.0,1541.0,6024.0,394.0,187.0,48.0,215.0,214.0,458.0,108.0,,,,13.0,198.0,,70.0,206.0,,242.0,,,4871.0
212,2005,Guatemala,,,,,,,,,496.0,,,82.0,,,11.0,,,,77.0,,,,,,,,688.0,872.0,14364.0,,6294.0,13160.0,6424.0,226.0,416.0,102.0,180.0,227.0,868.0,125.0,,15.0,,45.0,343.0,,106.0,211.0,,298.0,299.0,,6473.0
213,2005,Honduras,,,,,,,,66.0,446.0,,,99.0,,,32.0,20.0,,,94.0,,,,,,,,266.0,626.0,6439.0,3351.0,,1140.0,5649.0,290.0,139.0,108.0,173.0,226.0,631.0,335.0,,,,26.0,280.0,,49.0,73.0,,254.0,,,4946.0
214,2005,Mexico,,,,,,,,,9021.0,,,1324.0,,,602.0,116.0,,,1846.0,,,,,32.0,,,1847.0,2669.0,6923.0,29322.0,6702.0,,3434.0,1966.0,9828.0,1888.0,3744.0,5175.0,9403.0,1880.0,,,,394.0,5371.0,,2049.0,6526.0,,8248.0,,,520053.0
215,2005,Nicaragua,,104.0,,73.0,,,,,817.0,,,60.0,,,21.0,18.0,,,51.0,,,,,,,,22.0,9343.0,2121.0,1529.0,10745.0,735.0,,352.0,235.0,57.0,107.0,110.0,389.0,97.0,,,,,199.0,,34.0,139.0,,219.0,,,3085.0
216,2005,Panama,,,,,36.0,,,,1993.0,72.0,35.0,6227.0,11.0,,371.0,559.0,,,463.0,,,,,71.0,,,77.0,5500.0,2333.0,960.0,1034.0,3152.0,7775.0,,1449.0,280.0,1223.0,1271.0,33463.0,2037.0,,,36.0,67.0,3101.0,,445.0,4592.0,,966.0,,29.0,8384.0
218,2005,Argentina,,,1.0,,12.0,,,,1711.0,,7.0,1058.0,17.0,,64.0,18.0,,,117.0,,,,,53.0,,,9.0,190.0,115.0,149.0,103.0,2243.0,141.0,249.0,,294640.0,37604.0,195316.0,2672.0,1478.0,,,,451769.0,127337.0,8.0,114433.0,1918.0,,819.0,25.0,,6907.0
219,2005,Bolivia (Plurinational State of),,0.0,3.0,0.0,0.0,17.0,,,1018.0,138.0,2.0,50.0,1.0,,10.0,4.0,,,37.0,0.0,,,39.0,9.0,,,850.0,133.0,108.0,132.0,198.0,8760.0,90.0,96.0,32418.0,,18453.0,4230.0,1946.0,800.0,,2.0,6.0,3462.0,9549.0,1.0,445.0,604.0,1.0,1430.0,,0.0,3935.0
220,2005,Brazil,,,,7.0,13.0,,,,1715.0,,10.0,207.0,13.0,,35.0,98.0,,,,,,,,,,,2.0,313.0,356.0,225.0,131.0,1973.0,436.0,541.0,28410.0,29671.0,,16352.0,5520.0,1463.0,,667.0,1756.0,34146.0,12958.0,253.0,24495.0,2524.0,,1425.0,,,18779.0
221,2005,Chile,12.0,10.0,3.0,1.0,3.0,,0.0,1.0,2420.0,,23.0,220.0,4.0,6.0,37.0,17.0,4.0,1.0,147.0,10.0,49.0,4.0,,9.0,2.0,1.0,2.0,369.0,185.0,179.0,190.0,1379.0,190.0,409.0,57003.0,19148.0,8993.0,,9898.0,15437.0,2.0,2.0,12.0,972.0,94114.0,2.0,1815.0,3279.0,4.0,1467.0,4.0,2.0,6373.0
222,2005,Colombia,35.0,33.0,255.0,,,,,,1451.0,75.0,41.0,321.0,,,95.0,56.0,,,447.0,,,,19.0,34.0,,,,832.0,310.0,357.0,283.0,2255.0,467.0,1743.0,2562.0,660.0,1873.0,1679.0,,11617.0,,,16.0,185.0,3909.0,,354.0,37137.0,,782.0,,,15025.0
223,2005,Ecuador,,,,24.0,,,,,1466.0,,,173.0,,,47.0,19.0,,,245.0,,,,,22.0,,,,459.0,256.0,211.0,230.0,1106.0,192.0,472.0,2643.0,748.0,1299.0,5551.0,93022.0,,26.0,,,119.0,6708.0,,469.0,4357.0,,1146.0,,,13118.0
224,2005,Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,131.0,,,,,,,,,,,,,,,30.0
225,2005,French Guiana,,,,,,,,,,,571.0,,,2140.0,14450.0,,4685.0,,,,1327.0,,,,,,,,,,,,,,,,11989.0,,,,,,2870.0,,399.0,20487.0,,,,,,,
226,2005,Guyana,,13.0,,11.0,223.0,,,,,,31.0,,137.0,,,209.0,,,,,226.0,260.0,,591.0,,,,,,,,,,,,,1448.0,,,,,,,,,3117.0,,1424.0,,272.0,,,852.0
227,2005,Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.0,,,61353.0,1086.0,79266.0,2269.0,,,,,,,,,3146.0,,,2453.0,,,1696.0
228,2005,Peru,,,,,,,,,773.0,,,155.0,,,43.0,,,,118.0,,,20.0,,,,,,288.0,93.0,140.0,142.0,1273.0,138.0,295.0,9688.0,4883.0,4147.0,6129.0,5066.0,3405.0,,30.0,,466.0,,,523.0,2763.0,,1045.0,,,8408.0
229,2005,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3921.0,,,,,,9548.0,,,,,,,,,,
230,2005,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.0,,,22181.0,,11246.0,1430.0,,,,,,1300.0,339.0,,,587.0,,329.0,,,1250.0
231,2005,Venezuela (Bolivarian Republic of),,,436.0,,43.0,921.0,,,10372.0,,4.0,14286.0,202.0,,1750.0,111.0,37.0,,480.0,,15.0,108.0,,2746.0,,,17.0,1142.0,937.0,425.0,299.0,3344.0,1953.0,925.0,9078.0,1864.0,5214.0,15347.0,666380.0,31597.0,,26.0,7511.0,226.0,39846.0,54.0,4672.0,,,1016.0,,,10445.0
233,2005,Bermuda,,,,,,,,,24.0,,,17.0,,,1475.0,517.0,,,,,,,,57.0,98.0,,,,,,,,,,,,,,,,,,86.0,,,,,,,2426.0,,,3460.0
234,2005,Canada,103.0,2285.0,577.0,1556.0,14688.0,,105.0,230.0,9129.0,,2818.0,6737.0,9321.0,454.0,66504.0,119447.0,415.0,591.0,328.0,2192.0,4135.0,10317.0,,63760.0,40.0,45.0,1604.0,3416.0,39970.0,14401.0,5243.0,61186.0,8894.0,2458.0,15923.0,3625.0,19215.0,24756.0,39330.0,12238.0,15.0,62.0,82392.0,6040.0,21778.0,835.0,6280.0,12434.0,2312.0,,31.0,320.0,273338.0
235,2005,Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,28.0
236,2005,Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,,,74.0
237,2005,United States of America,,21812.0,4540.0,28259.0,52145.0,,,,932172.0,,24557.0,740302.0,30022.0,,477776.0,594197.0,,4648.0,1572102.0,13158.0,16098.0,20326.0,,211656.0,,,43087.0,78555.0,969458.0,625039.0,372898.0,10309054.0,229520.0,103068.0,148392.0,64764.0,272297.0,85360.0,564430.0,353988.0,,,230099.0,20737.0,340722.0,9656.0,36900.0,138645.0,8186.0,818370.0,,,
182,2010,Anguilla,,,,,,,,,,,,653.0,,,,455.0,,282.0,,822.0,,,,,,413.0,,,,,,,,,,,,,,,,,388.0,,,,,,,118.0,,,508.0
183,2010,Antigua and Barbuda,37.0,,5.0,2.0,284.0,10.0,92.0,,19.0,18.0,4462.0,1678.0,181.0,71.0,31.0,3752.0,5.0,1070.0,50.0,448.0,636.0,863.0,22.0,677.0,6.0,669.0,13.0,,,,7.0,5.0,,,,,,,,,,5.0,6086.0,,,42.0,,37.0,13.0,408.0,,,2469.0
184,2010,Aruba,,,,,,282.0,,,,2334.0,102.0,4113.0,245.0,,1551.0,709.0,,,,,,107.0,666.0,,,,,,,,,,102.0,,,,,,9279.0,,,,275.0,,1078.0,1271.0,,3231.0,,,,,582.0
185,2010,Bahamas,,13.0,,,220.0,,3.0,21.0,370.0,,69.0,269.0,30.0,,25465.0,6925.0,,,,31.0,72.0,37.0,,360.0,1426.0,,41.0,50.0,67.0,32.0,40.0,124.0,9.0,48.0,102.0,,112.0,32.0,178.0,40.0,,,1232.0,,290.0,,16.0,28.0,36.0,1446.0,,,8919.0
186,2010,Barbados,,185.0,,47.0,,,,,56.0,,321.0,,371.0,,32.0,947.0,,,,104.0,2073.0,2964.0,,1419.0,,,21.0,,,,,,,,,,,,,,,,6277.0,,,45.0,,,27.0,656.0,,,985.0
187,2010,"Bonaire, Sint Eustatius and Saba",25.0,22.0,664.0,19.0,57.0,,56.0,,40.0,3617.0,20.0,1198.0,0.0,24.0,88.0,347.0,24.0,,9.0,23.0,0.0,12.0,452.0,6.0,,0.0,,,,,,0.0,,,3.0,,,,517.0,,,0.0,145.0,,,366.0,,422.0,,77.0,,,517.0
188,2010,British Virgin Islands,,676.0,,23.0,164.0,,,,,,1079.0,1303.0,,,,475.0,,188.0,57.0,2709.0,479.0,1824.0,,360.0,,,,,,,,,,,,,,,,,,,1466.0,,,,,,,210.0,,,1174.0
189,2010,Cayman Islands,,,,171.0,169.0,,,,695.0,12.0,,61.0,16.0,,18.0,9467.0,,,45.0,,10.0,30.0,,289.0,,,323.0,120.0,,,1682.0,38.0,364.0,126.0,12.0,,66.0,,385.0,,,,308.0,,15.0,,,34.0,32.0,1332.0,,,2640.0
190,2010,Cuba,,,,,,,,,,,,125.0,84.0,,969.0,307.0,,,128.0,,,,,,,,,,,71.0,,417.0,280.0,86.0,174.0,60.0,,184.0,166.0,63.0,,,,,89.0,,,202.0,,63.0,91.0,,556.0
191,2010,Curaçao,39.0,50.0,1572.0,75.0,176.0,2148.0,92.0,,215.0,,99.0,5259.0,2.0,87.0,1811.0,1197.0,29.0,,14.0,167.0,,268.0,460.0,89.0,,26.0,,,,,,12.0,,,20.0,,,,4414.0,,,,422.0,,97.0,1722.0,,1645.0,,83.0,,,304.0
192,2010,Dominica,16.0,379.0,40.0,10.0,143.0,,73.0,,10.0,,,,,33.0,1196.0,111.0,123.0,139.0,14.0,54.0,241.0,107.0,,262.0,,,,,,,,,,,,,,,,,,20.0,163.0,,,16.0,,26.0,,158.0,,,534.0
193,2010,Dominican Republic,32.0,170.0,152.0,37.0,,,71.0,,3639.0,,14.0,,,53.0,311969.0,126.0,31.0,,5763.0,130.0,,,,22.0,33.0,78.0,,291.0,253.0,406.0,402.0,1419.0,277.0,717.0,1015.0,162.0,611.0,600.0,3416.0,551.0,,,22.0,24.0,1353.0,26.0,173.0,5132.0,15.0,1152.0,,61.0,24457.0
194,2010,Grenada,,38.0,,30.0,176.0,,14.0,,,,74.0,,,,,114.0,,10.0,,15.0,162.0,373.0,,2170.0,,696.0,,,,,,,,,,,,,,,,,337.0,,,,,337.0,,225.0,,,
195,2010,Guadeloupe,,,,,,,,,,,4215.0,913.0,,,14731.0,,9104.0,,,,398.0,,,,,,,,,,,,,,,,61.0,,,,,1148.0,181.0,,,36.0,,,,478.0,,,478.0
196,2010,Haiti,,,,,,,,,2213.0,,,4426.0,,,,,,,2843.0,,,,,,,,,504.0,,,,563.0,,,856.0,,,613.0,1523.0,,,,,,646.0,,527.0,4616.0,,1156.0,,,2956.0
197,2010,Jamaica,,156.0,,677.0,545.0,,,,1830.0,,140.0,,210.0,,,,,,,98.0,335.0,229.0,,2349.0,,,7.0,101.0,135.0,309.0,164.0,,126.0,76.0,,,,,,,,,,,,,,,,1342.0,,,6329.0
198,2010,Martinique,,,,,,,,,,,408.0,134.0,,5270.0,1707.0,,,,,,1960.0,,,,,,,,,,,,,,,,74.0,,,,,1744.0,,,,,,,,,,,
199,2010,Montserrat,,110.0,,,,,,,,,265.0,23.0,,,,,,,,113.0,,28.0,,42.0,,,,,,,,,,,,,,,,,,,230.0,,,,,,,35.0,,,115.0
200,2010,Puerto Rico,,,,,,,,,12882.0,,1215.0,63981.0,,,235.0,44.0,,,,,,,,176.0,,443.0,,551.0,1327.0,511.0,174.0,3142.0,239.0,617.0,1369.0,58.0,97.0,1052.0,4589.0,999.0,,,52.0,,603.0,,,2147.0,,121.0,,,185814.0
201,2010,Saint Kitts and Nevis,,393.0,,21.0,94.0,,237.0,,,,195.0,,56.0,,,138.0,,418.0,,,102.0,166.0,,259.0,,596.0,,,,,,,,,,,,,,,,,756.0,,,,,,,,,,
202,2010,Saint Lucia,35.0,112.0,17.0,13.0,736.0,,4.0,4.0,23.0,,217.0,46.0,151.0,42.0,,177.0,450.0,30.0,16.0,42.0,,412.0,,738.0,,19.0,1.0,,,4.0,,9.0,,27.0,,,12.0,,,,,288.0,1867.0,,,40.0,,60.0,6.0,243.0,,,627.0
203,2010,Saint Vincent and the Grenadines,,57.0,,,340.0,195.0,,,,148.0,83.0,,424.0,,,123.0,,,,39.0,233.0,,104.0,943.0,,,,,,,,,,,,,,,,,,,238.0,,,,,,,163.0,,,331.0
204,2010,Sint Maarten (Dutch part),367.0,513.0,1234.0,,70.0,158.0,868.0,,795.0,1368.0,1435.0,3403.0,,1968.0,2635.0,2269.0,72.0,,25.0,1001.0,467.0,67.0,,200.0,,67.0,,,,,,,,,,,,,200.0,,,,1735.0,,,500.0,,40.0,,37.0,,,300.0
205,2010,Trinidad and Tobago,,,,,1029.0,,,,74.0,,,,7748.0,,,1445.0,,,,,850.0,6207.0,,,,,,,,,,,,,,,,,,,,,9490.0,,,,,1672.0,,1716.0,,,5597.0
206,2010,Turks and Caicos Islands,,,,51.0,,,,,,,,752.0,,,6605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,,,715.0
207,2010,United States Virgin Islands,972.0,4585.0,501.0,,368.0,396.0,2463.0,,,,5505.0,4638.0,590.0,,644.0,373.0,,780.0,4065.0,7096.0,3423.0,518.0,,1758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16851.0
209,2010,Belize,,,,,,,,,,,,,,,46.0,421.0,,,,,,,,,,,,,7486.0,19995.0,7313.0,2988.0,,,,,,,,,,,,,,,,,,704.0,,,3474.0
